Id,Sales
1,4579.32365753503
2,8053.77692277409
3,9538.08929278666
4,7643.65351763034
5,7559.72750896424
6,6077.63897048121
7,8310.24962428331
8,8667.2676063573
9,5672.42186423305
10,6251.36465032711
11,7460.50200940187
12,8842.18280301302
13,7813.2946496053
14,9601.19896556727
15,6359.09548179229
16,5017.69041979663
17,6323.31401801667
18,10365.0767556667
19,11727.5573672639
20,10794.4064649036
21,8714.11290645081
22,5523.69293990798
23,6299.19641337443
24,4610.88598754174
25,8330.80568943156
26,11720.7498063257
27,9586.89122122673
28,6532.68533752661
29,5935.01702724916
30,4928.92597725347
31,6076.40912301935
32,11405.5187364523
33,7643.22099992473
34,5798.31960305161
35,5946.68292702463
36,8209.43276525583
37,3871.38963730486
38,7927.17446704222
39,4828.52947995716
40,7059.41463563421
41,7380.05509885313
42,5865.81174710185
43,8576.40039017303
44,7100.51819830431
45,5349.06760168903
46,7273.15107376611
47,8133.18937341545
48,12608.2542308205
49,6560.68322364427
50,9153.99290788402
51,7437.4278030537
52,9793.08687087042
53,7137.83748427355
54,10161.3401722538
55,5352.66947137868
56,5422.17746019531
57,6732.67051486908
58,6310.99600619043
59,9469.59023346127
60,8702.21392357711
61,6187.15395304666
62,8337.22742684504
63,6977.10069122317
64,11167.1963706864
65,4268.95973635727
66,14162.7531151315
67,5301.19383375838
68,6472.58090266753
69,9165.44463406551
70,5811.36369892577
71,7119.02489974893
72,6795.72361624064
73,8246.20064988286
74,5953.95951162257
75,5858.76794471025
76,8348.90171507434
77,8365.13467927258
78,7910.75583093566
79,5705.17355920791
80,7779.24376964963
81,12052.5102641382
82,6935.78094748065
83,4700.6607539042
84,7555.67127341391
85,6249.32731461421
86,6466.82914401365
87,7579.45954218674
88,4312.29438745639
89,8764.45217178018
90,6445.73140501855
91,7835.15999507049
92,7002.66310176841
93,4598.78453754463
94,5970.58643362275
95,5536.94412094376
96,8910.42141325578
97,9448.60958982727
98,5588.51839559231
99,5376.88960784938
100,7438.03656538908
101,6456.48440300828
102,6415.53785824981
103,8634.79392670839
104,7198.57399865315
105,8186.59789244928
106,6256.37390181158
107,4836.24319558409
108,7648.06634637667
109,8408.56824893555
110,8710.72866624187
111,9149.29096945853
112,8780.70041654543
113,5988.24366875617
114,9521.11387292027
115,6321.87548005158
116,8416.35409275711
117,10152.1079265729
118,7091.00985268142
119,10836.8094967388
120,8415.86808975071
121,8110.27068294699
122,6510.24814771393
123,7744.48099956995
124,8924.70011608193
125,7115.21707665147
126,4268.03763915383
127,5877.00520323163
128,8674.51767199219
129,6587.53465019336
130,5211.10132409662
131,9576.58814604847
132,6929.03387723676
133,6049.64282851633
134,6387.88194392853
135,5988.19636945276
136,8226.92825700971
137,7834.67294464828
138,7347.42041843934
139,6245.97833326563
140,5250.58240871035
141,7134.30953128288
142,4069.3612939089
143,6705.54420476001
144,5835.15848879947
145,9438.89403290628
146,7890.51411397953
147,6713.66200532769
148,11003.7274716537
149,5712.92732672103
150,5494.71342895034
151,11302.0475373223
152,7143.67226282331
153,9304.89082339829
154,8038.51697704125
155,6247.63135750234
156,6937.75520784058
157,5955.41361655191
158,9140.96909760797
159,12402.1859058631
160,6666.54073397565
161,3602.82931983178
162,4982.98119720777
163,9382.54509429501
164,9641.05237440704
165,6894.39950962179
166,7912.2969394187
167,5188.14927701955
168,5810.00329072471
169,3514.21599329615
170,5430.82205509617
171,6628.22074867305
172,7793.66814313702
173,7624.556740815
174,7532.5157790231
175,8703.91238246819
176,10004.7248328949
177,8168.87908443505
178,5266.38547957944
179,10129.2724543758
180,12011.2278950155
181,6925.50773086947
182,8388.14337381116
183,5960.44809186526
184,7185.93077430795
185,4708.03979917384
186,7785.6556826421
187,5908.43362435814
188,9773.084814451
189,7698.9035562789
190,9703.92558490793
191,8652.16339512267
192,5885.44452096731
193,10057.4912994653
194,20146.6471425179
195,11236.5272855359
196,6359.88351644579
197,3294.33972299763
198,6740.95097819063
199,10140.3546450988
200,6057.58160098529
201,13509.4317684753
202,19975.2806002608
203,3976.69907934434
204,5856.10839845045
205,10140.363089153
206,5261.76876708959
207,10141.5109551897
208,7581.49867605583
209,8168.69606000295
210,4442.51765467977
211,6997.50245508296
212,6526.60465863173
213,7834.35187633883
214,9984.3562750974
215,6734.02796048603
216,6339.02999860355
217,7833.02969208045
218,5522.04583029698
219,5476.36434035676
220,8363.76078198519
221,6260.19709457101
222,6631.37101213433
223,7962.23941421257
224,7039.19848365927
225,6085.84380953739
226,8112.72514719509
227,7887.05623355538
228,8747.70561506275
229,6406.3241796531
230,8192.54079010825
231,6190.61397492193
232,4163.2274884604
233,6766.1988933721
234,7806.19186435764
235,6749.12879548912
236,4850.32863338065
237,9231.60335773558
238,8416.72084735443
239,9947.170196058
240,7557.26017556196
241,6435.14962126256
242,5952.86782343789
243,4726.80497233306
244,10912.0722313216
245,5282.41658855691
246,8236.41424749943
247,16343.6106172127
248,8047.98606571901
249,8644.62100063879
250,5974.64861698268
251,5036.44718804031
252,7901.25758572624
253,4548.03388987433
254,6513.77951921373
255,11241.1723222171
256,5875.13461324086
257,17965.177951211
258,15127.8054708024
259,5351.72180089562
260,7528.91082202235
261,5773.78363986449
262,7312.32226934999
263,6179.53742542312
264,11255.3907943951
265,8626.37401272161
266,10185.4436441521
267,4969.55638152816
268,7905.49911879907
269,5380.80270341028
270,8738.88761300495
271,7641.62937663294
272,6835.47754065635
273,6788.08897197663
274,6732.65223303143
275,9004.29863781051
276,10472.6803855262
277,6249.65365648192
278,11059.1036363427
279,7277.75392700511
280,10624.7839538031
281,5730.77345822664
282,5805.87913429973
283,6000.48265513703
284,11363.3825835242
285,6920.72219444177
286,8646.12104125321
287,7315.95986334394
288,9755.70757175673
289,4804.58747834978
290,9164.8404326561
291,7677.43617667531
292,4480.56256015687
293,15030.4576574949
294,18848.6631202379
295,7680.01643393549
296,7703.38942655049
297,10281.6422683397
298,11639.9871467077
299,12123.9257467011
300,6459.76099309483
301,8533.29719250202
302,6260.8653147214
303,9316.41620406062
304,4358.43064410937
305,6573.04122456692
306,6003.07424583831
307,6144.88563601133
308,7962.6556750234
309,5678.11148726465
310,5469.28167417473
311,7659.98325017341
312,4238.32358252801
313,5112.21810706623
314,6443.25464197932
315,7280.52894173184
316,10245.5936124085
317,8851.81857909742
318,7999.99227901175
319,7013.87055609045
320,6771.92521749089
321,12597.7051973386
322,8299.43225424575
323,6015.50646165365
324,4852.01585473279
325,8842.87775715877
326,4824.87843855713
327,7653.28356261335
328,3818.35695024855
329,5591.40512484641
330,8399.59180095193
331,6626.16204449163
332,5526.21449196139
333,9011.95197038115
334,10922.9953864112
335,12570.3141910592
336,6331.0063267265
337,10193.7303270379
338,3351.57337330384
339,5869.58797380419
340,7182.74354925867
341,4997.66749187999
342,8157.55640353933
343,5689.28162137981
